Transaction_ID,Items
686,"Pizza, Garlic Bread, Pepsi"
687,"Veg Fried Rice, Spring Roll, Sprite, Salad"
688,"Coffee, Brownie, Papad"
689,"Paneer Tikka, Naan, Coke"
690,"Idli, Sambar, Filter Coffee"
691,"Chole Bhature, Lassi, Orange Juice"
692,"Momos, Pepsi"
693,"Pav Bhaji, Lassi"
694,"Noodles, Manchurian, Sprite, Mineral Water"
695,"Paneer Tikka, Naan, Coke, Orange Juice"
696,"Ice Cream, Brownie, Chocolate Cake"
697,"Biryani, Raita, Gulab Jamun, Curd"
698,"Pasta, Garlic Bread, Coke"
699,"Paneer Tikka, Naan, Coke, Muffin"
700,"Pav Bhaji, Lassi"
701,"Pav Bhaji, Lassi"
702,"Paneer Tikka, Naan, Coke, Salad"
703,"Biryani, Raita, Gulab Jamun"
704,"Chole Bhature, Lassi"
705,"Masala Dosa, Filter Coffee"
706,"Samosa, Tea"
707,"Idli, Sambar, Filter Coffee, Mineral Water"
708,"Hot Dog, Veg Burger, Coke"
709,"Pav Bhaji, Lassi"
710,"Rasgulla, Tea, Pastry"
711,"Idli, Sambar, Filter Coffee"
712,"Pav Bhaji, Lassi"
713,"Biryani, Raita, Gulab Jamun"
714,"Noodles, Manchurian, Sprite"
715,"Coffee, Brownie"
716,"Hot Dog, Veg Burger, Coke"
717,"Burger, Fries, Coke"
718,"Momos, Pepsi"
719,"Ice Cream, Brownie, Milkshake"
720,"Idli, Sambar, Filter Coffee, Curd"
721,"Momos, Pepsi, Pastry"
722,"Biryani, Raita, Gulab Jamun"
723,"Idli, Sambar, Filter Coffee"
724,"Coffee, Brownie"
725,"Biryani, Raita, Gulab Jamun"
726,"Pasta, Garlic Bread, Coke"
727,"Masala Dosa, Filter Coffee"
728,"Masala Dosa, Filter Coffee"
729,"Noodles, Manchurian, Sprite, Lemon Soda"
730,"Samosa, Tea, Donut"
731,"Burger, Fries, Coke"
732,"Rasgulla, Tea"
733,"Ice Cream, Brownie, Mineral Water"
734,"Biryani, Raita, Gulab Jamun, Donut"
735,"Noodles, Manchurian, Sprite"
736,"Paneer Tikka, Naan, Coke"
737,"Biryani, Raita, Gulab Jamun, Pickle"
738,"Biryani, Raita, Gulab Jamun"
739,"Noodles, Manchurian, Sprite, Orange Juice"
740,"Samosa, Tea"
741,"Pizza, Garlic Bread, Pepsi"
742,"Noodles, Manchurian, Sprite, Orange Juice"
743,"Masala Dosa, Filter Coffee, Falooda"
744,"Pav Bhaji, Lassi"
745,"Noodles, Manchurian, Sprite"
746,"Biryani, Raita, Gulab Jamun, Milkshake"
747,"Samosa, Tea"
748,"Kachori, Jalebi, Tea"
749,"Noodles, Manchurian, Sprite"
750,"Rasgulla, Tea"
751,"Samosa, Tea, Pickle"
752,"Rasgulla, Tea, French Fries"
753,"Biryani, Raita, Gulab Jamun, Milkshake"
754,"Veg Fried Rice, Spring Roll, Sprite"
755,"Paneer Tikka, Naan, Coke"
756,"Burger, Fries, Coke"
757,"Ice Cream, Brownie, Curd"
758,"Momos, Pepsi, Soup"
759,"Pasta, Garlic Bread, Coke"
760,"Pizza, Garlic Bread, Pepsi, Sweet Corn"
761,"Momos, Pepsi"
762,"Coffee, Brownie"
763,"Coffee, Brownie"
764,"Coffee, Brownie"
765,"Pav Bhaji, Lassi"
766,"Samosa, Tea"
767,"Noodles, Manchurian, Sprite"
768,"Coffee, Brownie, Chocolate Cake"
769,"Sandwich, Cold Coffee"
770,"Samosa, Tea, Curd"
771,"Chole Bhature, Lassi"
772,"Paneer Tikka, Naan, Coke, Orange Juice"
773,"Coffee, Brownie"
774,"Coffee, Brownie, Orange Juice"
775,"Momos, Pepsi"
776,"Idli, Sambar, Filter Coffee"
777,"Pasta, Garlic Bread, Coke"
778,"Biryani, Raita, Gulab Jamun"
779,"Noodles, Manchurian, Sprite"
780,"Hot Dog, Veg Burger, Coke, Papad"
781,"Pizza, Garlic Bread, Pepsi, Donut"
782,"Kachori, Jalebi, Tea"
783,"Momos, Pepsi, French Fries"
784,"Vada Pav, Tea"
785,"Sandwich, Cold Coffee"
786,"Chole Bhature, Lassi"
787,"Chole Bhature, Lassi, Lemon Soda"
788,"Pav Bhaji, Lassi"
789,"Biryani, Raita, Gulab Jamun"
790,"Idli, Sambar, Filter Coffee"
791,"Sandwich, Cold Coffee"
792,"Kachori, Jalebi, Tea"
793,"Vada Pav, Tea, Chocolate Cake"
794,"Chole Bhature, Lassi"
795,"Coffee, Brownie"
796,"Pav Bhaji, Lassi"
797,"Veg Fried Rice, Spring Roll, Sprite"
798,"Chole Bhature, Lassi"
799,"Pizza, Garlic Bread, Pepsi, Pickle"
800,"Momos, Pepsi"
801,"Samosa, Tea"
802,"Noodles, Manchurian, Sprite, Pickle"
803,"Masala Dosa, Filter Coffee"
804,"Kachori, Jalebi, Tea"
805,"Pasta, Garlic Bread, Coke"
806,"Noodles, Manchurian, Sprite"
807,"Ice Cream, Brownie"
808,"Rasgulla, Tea, French Fries"
809,"Pav Bhaji, Lassi, Chocolate Cake"
810,"Paneer Tikka, Naan, Coke"
811,"Burger, Fries, Coke"
812,"Sandwich, Cold Coffee"
813,"Rasgulla, Tea"
814,"Pizza, Garlic Bread, Pepsi"
815,"Masala Dosa, Filter Coffee"
816,"Kachori, Jalebi, Tea"
817,"Chole Bhature, Lassi, Falooda"
818,"Pizza, Garlic Bread, Pepsi"
819,"Vada Pav, Tea, Muffin"
820,"Coffee, Brownie"
821,"Paneer Tikka, Naan, Coke"
822,"Paneer Tikka, Naan, Coke"
823,"Kachori, Jalebi, Tea"
824,"Pizza, Garlic Bread, Pepsi"
825,"Noodles, Manchurian, Sprite, Pickle"
826,"Momos, Pepsi"
827,"Coffee, Brownie"
828,"Idli, Sambar, Filter Coffee"
829,"Coffee, Brownie"
830,"Sandwich, Cold Coffee"
831,"Veg Fried Rice, Spring Roll, Sprite"
832,"Sandwich, Cold Coffee"
833,"Hot Dog, Veg Burger, Coke"
834,"Pasta, Garlic Bread, Coke"
835,"Veg Fried Rice, Spring Roll, Sprite"
836,"Momos, Pepsi, Papad"
837,"Ice Cream, Brownie"
838,"Sandwich, Cold Coffee, Soup"
839,"Chole Bhature, Lassi"
840,"Samosa, Tea, Curd"
841,"Biryani, Raita, Gulab Jamun, Muffin"
842,"Sandwich, Cold Coffee"
843,"Veg Fried Rice, Spring Roll, Sprite, Milkshake"
844,"Ice Cream, Brownie"
845,"Samosa, Tea, Falooda"
846,"Hot Dog, Veg Burger, Coke, Fruit Salad"
847,"Hot Dog, Veg Burger, Coke"
848,"Pizza, Garlic Bread, Pepsi, Pickle"
849,"Momos, Pepsi, Pastry"
850,"Burger, Fries, Coke"
851,"Masala Dosa, Filter Coffee"
852,"Momos, Pepsi"
853,"Veg Fried Rice, Spring Roll, Sprite"
854,"Pasta, Garlic Bread, Coke, Salad"
855,"Biryani, Raita, Gulab Jamun"
856,"Hot Dog, Veg Burger, Coke"
857,"Pizza, Garlic Bread, Pepsi"
858,"Masala Dosa, Filter Coffee"
859,"Masala Dosa, Filter Coffee"
860,"Pizza, Garlic Bread, Pepsi"
861,"Chole Bhature, Lassi"
862,"Masala Dosa, Filter Coffee"
863,"Pasta, Garlic Bread, Coke"
864,"Burger, Fries, Coke, Chocolate Cake"
865,"Coffee, Brownie, Fruit Salad"
866,"Momos, Pepsi"
867,"Samosa, Tea"
868,"Idli, Sambar, Filter Coffee, Chocolate Cake"
869,"Coffee, Brownie, Muffin"
870,"Sandwich, Cold Coffee"
871,"Burger, Fries, Coke"
872,"Pasta, Garlic Bread, Coke"
873,"Veg Fried Rice, Spring Roll, Sprite, Soup"
874,"Paneer Tikka, Naan, Coke"
875,"Biryani, Raita, Gulab Jamun"
876,"Vada Pav, Tea, Pastry"
877,"Momos, Pepsi, Falooda"
878,"Burger, Fries, Coke, Falooda"
879,"Idli, Sambar, Filter Coffee"
880,"Coffee, Brownie, French Fries"
881,"Sandwich, Cold Coffee"
882,"Hot Dog, Veg Burger, Coke, Chocolate Cake"
883,"Idli, Sambar, Filter Coffee, Soup"
884,"Noodles, Manchurian, Sprite"
885,"Pasta, Garlic Bread, Coke"
886,"Pasta, Garlic Bread, Coke"
887,"Hot Dog, Veg Burger, Coke, Pastry"
888,"Momos, Pepsi, Papad"
889,"Paneer Tikka, Naan, Coke"
890,"Momos, Pepsi"
891,"Veg Fried Rice, Spring Roll, Sprite"
892,"Kachori, Jalebi, Tea"
893,"Biryani, Raita, Gulab Jamun"
894,"Noodles, Manchurian, Sprite"
895,"Biryani, Raita, Gulab Jamun"
896,"Vada Pav, Tea, Fruit Salad"
897,"Veg Fried Rice, Spring Roll, Sprite"
898,"Samosa, Tea, Fruit Salad"
899,"Idli, Sambar, Filter Coffee, Lemon Soda"
900,"Rasgulla, Tea"
901,"Noodles, Manchurian, Sprite"
902,"Pizza, Garlic Bread, Pepsi"
903,"Noodles, Manchurian, Sprite"
904,"Rasgulla, Tea, Muffin"
905,"Pasta, Garlic Bread, Coke"
906,"Chole Bhature, Lassi, French Fries"
907,"Veg Fried Rice, Spring Roll, Sprite"
908,"Pizza, Garlic Bread, Pepsi"
909,"Biryani, Raita, Gulab Jamun"
910,"Pizza, Garlic Bread, Pepsi"
911,"Biryani, Raita, Gulab Jamun"
912,"Momos, Pepsi, Sweet Corn"
913,"Masala Dosa, Filter Coffee"
914,"Paneer Tikka, Naan, Coke"
915,"Chole Bhature, Lassi"
916,"Chole Bhature, Lassi"
917,"Ice Cream, Brownie, Papad"
918,"Vada Pav, Tea, Soup"
919,"Noodles, Manchurian, Sprite, Falooda"
920,"Burger, Fries, Coke"
921,"Pasta, Garlic Bread, Coke"
922,"Ice Cream, Brownie"
923,"Chole Bhature, Lassi"
924,"Hot Dog, Veg Burger, Coke"
925,"Samosa, Tea, Chocolate Cake"
926,"Pizza, Garlic Bread, Pepsi"
927,"Paneer Tikka, Naan, Coke"
928,"Burger, Fries, Coke, Mineral Water"
929,"Vada Pav, Tea"
930,"Idli, Sambar, Filter Coffee"
931,"Pizza, Garlic Bread, Pepsi, Salad"
932,"Chole Bhature, Lassi"
933,"Ice Cream, Brownie, Salad"
934,"Samosa, Tea"
935,"Pasta, Garlic Bread, Coke, Pickle"
936,"Rasgulla, Tea"
937,"Coffee, Brownie, Pastry"
938,"Noodles, Manchurian, Sprite, Curd"
939,"Sandwich, Cold Coffee, Orange Juice"
940,"Paneer Tikka, Naan, Coke"
941,"Pizza, Garlic Bread, Pepsi"
942,"Chole Bhature, Lassi"
943,"Coffee, Brownie"
944,"Paneer Tikka, Naan, Coke, Soup"
945,"Masala Dosa, Filter Coffee"
946,"Momos, Pepsi, Falooda"
947,"Pasta, Garlic Bread, Coke"
948,"Samosa, Tea"
949,"Pizza, Garlic Bread, Pepsi"
950,"Paneer Tikka, Naan, Coke"
951,"Samosa, Tea"
952,"Sandwich, Cold Coffee, Mineral Water"
953,"Idli, Sambar, Filter Coffee"
954,"Biryani, Raita, Gulab Jamun"
955,"Veg Fried Rice, Spring Roll, Sprite, Soup"
956,"Kachori, Jalebi, Tea"
957,"Biryani, Raita, Gulab Jamun, Lemon Soda"
958,"Momos, Pepsi, Pickle"
959,"Pasta, Garlic Bread, Coke"
960,"Burger, Fries, Coke, Lemon Soda"
961,"Vada Pav, Tea"
962,"Momos, Pepsi"
963,"Kachori, Jalebi, Tea"
964,"Chole Bhature, Lassi"
965,"Ice Cream, Brownie, Curd"
966,"Chole Bhature, Lassi"
967,"Pav Bhaji, Lassi, Papad"
968,"Noodles, Manchurian, Sprite"
969,"Idli, Sambar, Filter Coffee, Donut"
970,"Coffee, Brownie"
971,"Pav Bhaji, Lassi, Salad"
972,"Rasgulla, Tea"
973,"Samosa, Tea, Sweet Corn"
974,"Pasta, Garlic Bread, Coke, Pickle"
975,"Hot Dog, Veg Burger, Coke"
976,"Hot Dog, Veg Burger, Coke"
977,"Coffee, Brownie, Donut"
978,"Momos, Pepsi"
979,"Pav Bhaji, Lassi, Donut"
980,"Masala Dosa, Filter Coffee"
981,"Ice Cream, Brownie"
982,"Pizza, Garlic Bread, Pepsi"
983,"Biryani, Raita, Gulab Jamun"
984,"Pizza, Garlic Bread, Pepsi"
985,"Paneer Tikka, Naan, Coke, Falooda"
986,"Biryani, Raita, Gulab Jamun"
987,"Burger, Fries, Coke, Muffin"
988,"Pav Bhaji, Lassi, Donut"
989,"Momos, Pepsi, Sweet Corn"
990,"Burger, Fries, Coke, Milkshake"
991,"Ice Cream, Brownie"
992,"Burger, Fries, Coke"
993,"Paneer Tikka, Naan, Coke"
994,"Masala Dosa, Filter Coffee, Chocolate Cake"
995,"Noodles, Manchurian, Sprite, Lemon Soda"
996,"Kachori, Jalebi, Tea"
997,"Pav Bhaji, Lassi, Soup"
998,"Biryani, Raita, Gulab Jamun"
999,"Chole Bhature, Lassi"
1000,"Hot Dog, Veg Burger, Coke"
1001,"Hot Dog, Veg Burger, Coke, Mineral Water"
1002,"Pizza, Garlic Bread, Pepsi, Soup"
1003,"Chole Bhature, Lassi"
1004,"Pizza, Garlic Bread, Pepsi"
1005,"Masala Dosa, Filter Coffee, Sweet Corn"
1006,"Coffee, Brownie"
1007,"Vada Pav, Tea"
1008,"Pizza, Garlic Bread, Pepsi, Donut"
1009,"Sandwich, Cold Coffee, Mineral Water"
1010,"Sandwich, Cold Coffee"
1011,"Rasgulla, Tea"
1012,"Masala Dosa, Filter Coffee"
1013,"Coffee, Brownie, Lemon Soda"
1014,"Rasgulla, Tea, Soup"
1015,"Biryani, Raita, Gulab Jamun, Falooda"
1016,"Rasgulla, Tea"
1017,"Chole Bhature, Lassi"
1018,"Ice Cream, Brownie, Pastry"
1019,"Biryani, Raita, Gulab Jamun"
1020,"Pav Bhaji, Lassi, Sweet Corn"
1021,"Hot Dog, Veg Burger, Coke"
1022,"Coffee, Brownie"
1023,"Kachori, Jalebi, Tea"
1024,"Chole Bhature, Lassi"
1025,"Coffee, Brownie, Milkshake"
1026,"Idli, Sambar, Filter Coffee"
1027,"Pav Bhaji, Lassi"
1028,"Chole Bhature, Lassi"
1029,"Rasgulla, Tea"
1030,"Biryani, Raita, Gulab Jamun"
1031,"Pasta, Garlic Bread, Coke"
1032,"Biryani, Raita, Gulab Jamun, Pastry"
1033,"Chole Bhature, Lassi"
1034,"Samosa, Tea"
1035,"Coffee, Brownie"
1036,"Biryani, Raita, Gulab Jamun, Curd"
1037,"Idli, Sambar, Filter Coffee"
1038,"Sandwich, Cold Coffee, Mineral Water"
1039,"Masala Dosa, Filter Coffee"
1040,"Ice Cream, Brownie"
1041,"Paneer Tikka, Naan, Coke, Mineral Water"
1042,"Pav Bhaji, Lassi"
1043,"Kachori, Jalebi, Tea"
1044,"Coffee, Brownie"
1045,"Burger, Fries, Coke, Soup"
1046,"Biryani, Raita, Gulab Jamun"
1047,"Ice Cream, Brownie"
1048,"Hot Dog, Veg Burger, Coke"
1049,"Masala Dosa, Filter Coffee"
1050,"Masala Dosa, Filter Coffee, Curd"
1051,"Sandwich, Cold Coffee"
1052,"Biryani, Raita, Gulab Jamun, Milkshake"
1053,"Paneer Tikka, Naan, Coke, Mineral Water"
1054,"Pav Bhaji, Lassi, Falooda"
1055,"Momos, Pepsi"
1056,"Veg Fried Rice, Spring Roll, Sprite"
1057,"Samosa, Tea, Soup"
1058,"Coffee, Brownie"
1059,"Chole Bhature, Lassi"
1060,"Coffee, Brownie"
1061,"Paneer Tikka, Naan, Coke"
1062,"Kachori, Jalebi, Tea, Pickle"
1063,"Kachori, Jalebi, Tea"
1064,"Veg Fried Rice, Spring Roll, Sprite"
1065,"Masala Dosa, Filter Coffee"
1066,"Coffee, Brownie, Donut"
1067,"Rasgulla, Tea"
1068,"Coffee, Brownie"
1069,"Chole Bhature, Lassi"
1070,"Rasgulla, Tea, Orange Juice"
1071,"Ice Cream, Brownie, Muffin"
1072,"Veg Fried Rice, Spring Roll, Sprite"
1073,"Pasta, Garlic Bread, Coke"
1074,"Biryani, Raita, Gulab Jamun"
1075,"Paneer Tikka, Naan, Coke"
1076,"Samosa, Tea"
1077,"Hot Dog, Veg Burger, Coke, Pastry"
1078,"Paneer Tikka, Naan, Coke"
1079,"Biryani, Raita, Gulab Jamun"
1080,"Kachori, Jalebi, Tea"
1081,"Chole Bhature, Lassi"
1082,"Paneer Tikka, Naan, Coke"
1083,"Pav Bhaji, Lassi"
1084,"Ice Cream, Brownie"
1085,"Biryani, Raita, Gulab Jamun, Falooda"
1086,"Pav Bhaji, Lassi, Salad"
1087,"Rasgulla, Tea"
1088,"Chole Bhature, Lassi"
1089,"Coffee, Brownie"
1090,"Paneer Tikka, Naan, Coke, Chocolate Cake"
1091,"Sandwich, Cold Coffee, Fruit Salad"
1092,"Ice Cream, Brownie"
1093,"Rasgulla, Tea, Papad"
1094,"Chole Bhature, Lassi"
1095,"Rasgulla, Tea"
1096,"Samosa, Tea, French Fries"
1097,"Momos, Pepsi, Sweet Corn"
1098,"Biryani, Raita, Gulab Jamun, Pastry"
1099,"Pav Bhaji, Lassi, Muffin"
1100,"Veg Fried Rice, Spring Roll, Sprite"
1101,"Pav Bhaji, Lassi"
1102,"Idli, Sambar, Filter Coffee"
1103,"Idli, Sambar, Filter Coffee, Curd"
1104,"Pizza, Garlic Bread, Pepsi"
1105,"Vada Pav, Tea, Pickle"
1106,"Vada Pav, Tea"
1107,"Masala Dosa, Filter Coffee"
1108,"Hot Dog, Veg Burger, Coke"
1109,"Ice Cream, Brownie, Sweet Corn"
1110,"Idli, Sambar, Filter Coffee, Soup"
1111,"Masala Dosa, Filter Coffee, Sweet Corn"
1112,"Chole Bhature, Lassi, Lemon Soda"
1113,"Idli, Sambar, Filter Coffee"
1114,"Chole Bhature, Lassi, Lemon Soda"
1115,"Veg Fried Rice, Spring Roll, Sprite, Mineral Water"
1116,"Rasgulla, Tea, Orange Juice"
1117,"Pav Bhaji, Lassi, Muffin"
1118,"Vada Pav, Tea, Donut"
1119,"Noodles, Manchurian, Sprite"
1120,"Coffee, Brownie"
1121,"Kachori, Jalebi, Tea"
1122,"Vada Pav, Tea, Muffin"
1123,"Kachori, Jalebi, Tea, Curd"
1124,"Kachori, Jalebi, Tea"
1125,"Samosa, Tea, Falooda"
1126,"Pasta, Garlic Bread, Coke, Papad"
1127,"Samosa, Tea"
1128,"Paneer Tikka, Naan, Coke"
1129,"Rasgulla, Tea"
1130,"Masala Dosa, Filter Coffee"
1131,"Ice Cream, Brownie"
1132,"Masala Dosa, Filter Coffee"
1133,"Momos, Pepsi, Orange Juice"
1134,"Coffee, Brownie"
1135,"Kachori, Jalebi, Tea, Papad"
1136,"Burger, Fries, Coke"
1137,"Veg Fried Rice, Spring Roll, Sprite"
1138,"Ice Cream, Brownie"
1139,"Momos, Pepsi"
1140,"Momos, Pepsi"
1141,"Idli, Sambar, Filter Coffee"
1142,"Biryani, Raita, Gulab Jamun"
1143,"Hot Dog, Veg Burger, Coke, Milkshake"
1144,"Hot Dog, Veg Burger, Coke"
1145,"Masala Dosa, Filter Coffee"
1146,"Rasgulla, Tea"
1147,"Momos, Pepsi"
1148,"Vada Pav, Tea"
1149,"Sandwich, Cold Coffee"
1150,"Pav Bhaji, Lassi"
1151,"Pizza, Garlic Bread, Pepsi"
1152,"Idli, Sambar, Filter Coffee"
1153,"Paneer Tikka, Naan, Coke, Falooda"
1154,"Pasta, Garlic Bread, Coke"
1155,"Pizza, Garlic Bread, Pepsi"
1156,"Pav Bhaji, Lassi"
1157,"Biryani, Raita, Gulab Jamun"
1158,"Vada Pav, Tea"
1159,"Hot Dog, Veg Burger, Coke, Papad"
1160,"Kachori, Jalebi, Tea"
1161,"Masala Dosa, Filter Coffee"
1162,"Veg Fried Rice, Spring Roll, Sprite"
1163,"Pizza, Garlic Bread, Pepsi"
1164,"Ice Cream, Brownie, Orange Juice"
1165,"Coffee, Brownie"
1166,"Pasta, Garlic Bread, Coke, Milkshake"
1167,"Noodles, Manchurian, Sprite"
1168,"Vada Pav, Tea, Sweet Corn"
1169,"Pizza, Garlic Bread, Pepsi"
1170,"Samosa, Tea"
1171,"Samosa, Tea, Pickle"
1172,"Hot Dog, Veg Burger, Coke"
1173,"Chole Bhature, Lassi"
1174,"Rasgulla, Tea"
1175,"Paneer Tikka, Naan, Coke"
1176,"Biryani, Raita, Gulab Jamun"
1177,"Biryani, Raita, Gulab Jamun"
1178,"Sandwich, Cold Coffee"
1179,"Pav Bhaji, Lassi"
1180,"Momos, Pepsi, French Fries"
1181,"Biryani, Raita, Gulab Jamun"
1182,"Idli, Sambar, Filter Coffee"
1183,"Pav Bhaji, Lassi"
1184,"Ice Cream, Brownie"
1185,"Paneer Tikka, Naan, Coke"
1186,"Momos, Pepsi, Curd"
1187,"Coffee, Brownie"
1188,"Samosa, Tea"
1189,"Momos, Pepsi"
1190,"Pizza, Garlic Bread, Pepsi, Muffin"
1191,"Burger, Fries, Coke, Orange Juice"
1192,"Idli, Sambar, Filter Coffee"
1193,"Paneer Tikka, Naan, Coke, Pastry"
1194,"Pasta, Garlic Bread, Coke, Milkshake"
1195,"Biryani, Raita, Gulab Jamun"
1196,"Sandwich, Cold Coffee, Orange Juice"
1197,"Pizza, Garlic Bread, Pepsi"
1198,"Pasta, Garlic Bread, Coke"
1199,"Hot Dog, Veg Burger, Coke"
1200,"Biryani, Raita, Gulab Jamun"
1201,"Burger, Fries, Coke, Mineral Water"
1202,"Samosa, Tea"
1203,"Noodles, Manchurian, Sprite"
1204,"Burger, Fries, Coke, Pickle"
1205,"Vada Pav, Tea"
1206,"Paneer Tikka, Naan, Coke"
1207,"Momos, Pepsi, Soup"
1208,"Biryani, Raita, Gulab Jamun"
1209,"Vada Pav, Tea, Papad"
1210,"Pasta, Garlic Bread, Coke, Pastry"
1211,"Samosa, Tea, French Fries"
1212,"Kachori, Jalebi, Tea"
1213,"Idli, Sambar, Filter Coffee"
1214,"Veg Fried Rice, Spring Roll, Sprite"
1215,"Samosa, Tea"
1216,"Kachori, Jalebi, Tea"
1217,"Veg Fried Rice, Spring Roll, Sprite, Chocolate Cake"
1218,"Samosa, Tea"
1219,"Rasgulla, Tea"
1220,"Pav Bhaji, Lassi"
1221,"Coffee, Brownie"
1222,"Hot Dog, Veg Burger, Coke, Mineral Water"
1223,"Hot Dog, Veg Burger, Coke"
1224,"Kachori, Jalebi, Tea"
1225,"Pasta, Garlic Bread, Coke"
1226,"Burger, Fries, Coke"
1227,"Pasta, Garlic Bread, Coke, Fruit Salad"
1228,"Veg Fried Rice, Spring Roll, Sprite"
1229,"Pasta, Garlic Bread, Coke"
1230,"Hot Dog, Veg Burger, Coke"
1231,"Vada Pav, Tea, Mineral Water"
1232,"Noodles, Manchurian, Sprite"
1233,"Burger, Fries, Coke"
1234,"Coffee, Brownie, Sweet Corn"
1235,"Pav Bhaji, Lassi"
1236,"Masala Dosa, Filter Coffee"
1237,"Biryani, Raita, Gulab Jamun, Mineral Water"
1238,"Burger, Fries, Coke, Salad"
1239,"Pizza, Garlic Bread, Pepsi"
1240,"Chole Bhature, Lassi"
1241,"Noodles, Manchurian, Sprite"
1242,"Paneer Tikka, Naan, Coke"
1243,"Biryani, Raita, Gulab Jamun"
1244,"Ice Cream, Brownie"
1245,"Sandwich, Cold Coffee, Mineral Water"
1246,"Noodles, Manchurian, Sprite"
1247,"Samosa, Tea"
1248,"Chole Bhature, Lassi"
1249,"Biryani, Raita, Gulab Jamun, Sweet Corn"
1250,"Hot Dog, Veg Burger, Coke, Mineral Water"
1251,"Paneer Tikka, Naan, Coke, Salad"
1252,"Pasta, Garlic Bread, Coke"
1253,"Masala Dosa, Filter Coffee, Pastry"
1254,"Burger, Fries, Coke, Papad"
1255,"Noodles, Manchurian, Sprite"
1256,"Sandwich, Cold Coffee, Pastry"
1257,"Sandwich, Cold Coffee"
1258,"Vada Pav, Tea"
1259,"Burger, Fries, Coke, Sweet Corn"
1260,"Sandwich, Cold Coffee"
1261,"Sandwich, Cold Coffee"
1262,"Rasgulla, Tea"
1263,"Momos, Pepsi"
1264,"Pav Bhaji, Lassi, Orange Juice"
1265,"Pav Bhaji, Lassi, Chocolate Cake"
1266,"Rasgulla, Tea"
1267,"Vada Pav, Tea, Fruit Salad"
1268,"Burger, Fries, Coke, French Fries"
1269,"Hot Dog, Veg Burger, Coke, Papad"
1270,"Chole Bhature, Lassi"
1271,"Masala Dosa, Filter Coffee"
1272,"Pizza, Garlic Bread, Pepsi"
1273,"Paneer Tikka, Naan, Coke, Falooda"
1274,"Paneer Tikka, Naan, Coke"
1275,"Coffee, Brownie, Mineral Water"
1276,"Rasgulla, Tea"
1277,"Noodles, Manchurian, Sprite"
1278,"Pizza, Garlic Bread, Pepsi, Fruit Salad"
1279,"Pizza, Garlic Bread, Pepsi"
1280,"Biryani, Raita, Gulab Jamun"
1281,"Pasta, Garlic Bread, Coke"
1282,"Pasta, Garlic Bread, Coke, Muffin"
1283,"Burger, Fries, Coke"
1284,"Pasta, Garlic Bread, Coke"
1285,"Pasta, Garlic Bread, Coke"
1286,"Hot Dog, Veg Burger, Coke"
1287,"Rasgulla, Tea"
1288,"Veg Fried Rice, Spring Roll, Sprite"
1289,"Ice Cream, Brownie"
1290,"Hot Dog, Veg Burger, Coke, Sweet Corn"
1291,"Burger, Fries, Coke, Papad"
1292,"Burger, Fries, Coke"
1293,"Burger, Fries, Coke"
1294,"Chole Bhature, Lassi"
1295,"Pasta, Garlic Bread, Coke, Fruit Salad"
1296,"Hot Dog, Veg Burger, Coke"
1297,"Pizza, Garlic Bread, Pepsi"
1298,"Samosa, Tea"
1299,"Biryani, Raita, Gulab Jamun, Falooda"
1300,"Noodles, Manchurian, Sprite"
1301,"Pav Bhaji, Lassi"
1302,"Biryani, Raita, Gulab Jamun"
1303,"Noodles, Manchurian, Sprite, Soup"
1304,"Biryani, Raita, Gulab Jamun"
1305,"Pizza, Garlic Bread, Pepsi"
1306,"Samosa, Tea, Milkshake"
1307,"Coffee, Brownie"
1308,"Chole Bhature, Lassi"
1309,"Coffee, Brownie, Milkshake"
1310,"Hot Dog, Veg Burger, Coke, Lemon Soda"
1311,"Samosa, Tea"
1312,"Rasgulla, Tea, Chocolate Cake"
1313,"Masala Dosa, Filter Coffee"
1314,"Coffee, Brownie"
1315,"Ice Cream, Brownie"
1316,"Veg Fried Rice, Spring Roll, Sprite"
1317,"Idli, Sambar, Filter Coffee, Chocolate Cake"
1318,"Biryani, Raita, Gulab Jamun, Curd"
1319,"Kachori, Jalebi, Tea, Pickle"
1320,"Samosa, Tea, Falooda"
1321,"Pav Bhaji, Lassi"
1322,"Pizza, Garlic Bread, Pepsi"
1323,"Sandwich, Cold Coffee"
1324,"Masala Dosa, Filter Coffee, Soup"
1325,"Idli, Sambar, Filter Coffee"
1326,"Ice Cream, Brownie, Muffin"
1327,"Vada Pav, Tea"
1328,"Samosa, Tea, Salad"
1329,"Hot Dog, Veg Burger, Coke, Soup"
1330,"Pav Bhaji, Lassi"
1331,"Biryani, Raita, Gulab Jamun"
1332,"Sandwich, Cold Coffee"
1333,"Biryani, Raita, Gulab Jamun, Mineral Water"
1334,"Veg Fried Rice, Spring Roll, Sprite"
1335,"Idli, Sambar, Filter Coffee"
1336,"Biryani, Raita, Gulab Jamun"
1337,"Coffee, Brownie, Muffin"
1338,"Pizza, Garlic Bread, Pepsi, Sweet Corn"
1339,"Chole Bhature, Lassi"
1340,"Chole Bhature, Lassi"
1341,"Masala Dosa, Filter Coffee"
1342,"Masala Dosa, Filter Coffee, Muffin"
1343,"Samosa, Tea, Falooda"
1344,"Pasta, Garlic Bread, Coke"
1345,"Ice Cream, Brownie"
1346,"Biryani, Raita, Gulab Jamun, Pastry"
1347,"Paneer Tikka, Naan, Coke, Fruit Salad"
